Customer_ID,Probability,Prediction
2761-XECQW,0.47866446030867704,0
2373-NTKOD,0.47821120382764226,0
5839-SUYVZ,0.4781208638838207,0
7504-UWHNB,0.47792404707112696,0
5439-WIKXB,0.4777268892581111,0
4146-SVFUD,0.4775464630595897,0
5858-EAFCZ,0.4775464630595897,0
4727-MCYZG,0.4773438122613576,0
0682-USIXD,0.47686741572591523,0
6582-OIVSP,0.476760586937488,0
7252-NTGSS,0.476760586937488,0
7754-IXRMC,0.476760586937488,0
3352-ALMCK,0.4759301798606826,0
3583-KRKMD,0.4757328290926995,0
2672-OJQZP,0.4751126419705776,0
8778-LMWTJ,0.4745437596993809,0
1104-TNLZA,0.47452164542225195,0
3413-BMNZE,0.47355465480302544,0
2637-FKFSY,0.4731126600224247,0
4570-QHXHL,0.47308197140257413,0
0899-LIIBW,0.47306094368997814,0
9752-ZNQUT,0.4720559269995491,0
6242-MBHPK,0.47191452994155964,0
1910-FMXJM,0.47130975320287183,0
6693-FRIRW,0.4702080039186599,0
1047-NNCBF,0.4700097542388372,0
3995-WFCSM,0.46966905792607533,0
5630-IXDXV,0.4693527820282963,0
6464-KEXXH,0.4690714691859858,0
3481-JHUZH,0.46893409381718787,0
3312-ZWLGF,0.4680254820984378,0
3384-CTMSF,0.4676844929343977,0
0147-ESWWR,0.46732590542491337,0
8149-AIQCG,0.46725601893477064,0
7147-AYBAA,0.46717186499582375,0
6030-REHUX,0.4667911168202856,0
3509-GWQGF,0.4663532375768171,0
4223-WOZCM,0.46572614747792374,0
7901-TBKJX,0.465235776788294,0
7982-VCELR,0.4645333205038541,0
3058-WQDRE,0.4644644752430085,0
9261-WDCAF,0.46434594757726516,0
7929-DMBCV,0.4643083421866553,0
5016-IBERQ,0.4641958030384594,0
4061-UKJWL,0.4638975023041259,0
9348-YVOMK,0.46343703161644073,0
7176-WIONM,0.4631967494253388,0
5091-HFAZW,0.46314440995848133,0
1635-FJFCC,0.4628057775682223,0
9508-ILZDG,0.46215121008432175,0
5712-AHQNN,0.46213747306871644,0
3003-CMDUU,0.4620246959375046,0
3014-WJKSM,0.46182069202693316,0
9112-WSNPU,0.4618196588872309,0
6145-NNPNO,0.46154060202659164,0
9529-OFXHY,0.46123042946584214,0
6048-QBXKL,0.4612291302814159,0
9029-FEGVJ,0.4611308963226273,0
8660-BUETV,0.46054517739884016,0
9631-XEYKE,0.46001398293424645,0
6652-YFFJO,0.4599850698933216,0
0114-PEGZZ,0.4596108879111358,0
6985-HAYWX,0.4594135577350391,0
0666-UXTJO,0.4592705546750773,0
1685-BQULA,0.45895755505631647,0
7460-ITWWP,0.45847897500938617,0
1307-TVUFB,0.4581288927552847,0
6481-ESCNL,0.45812455622737647,0
6862-CQUMB,0.45782334298080984,0
4062-HBMOS,0.45781307497457535,0
9767-FFLEM,0.457737195075662,0
1895-QTKDO,0.4577052322200725,0
4257-GAESD,0.45719490700502047,0
7878-JGDKK,0.45664187780876564,0
6538-POCHL,0.4563099246410389,0
3452-ABWRL,0.45623270213760614,0
5392-AKEMH,0.45604344314864625,0
7404-JLKQG,0.4557790654469781,0
2969-QWUBZ,0.455516327092235,0
1173-NOEYG,0.45510246464136345,0
4238-JSSWH,0.45489740424308567,0
9518-XXBXE,0.4548630820304602,0
6817-WTYHE,0.45463467548135456,0
0221-WMXNQ,0.45461943587699977,0
5522-JBWMO,0.4542574450299498,0
1329-VHWNP,0.4541823453334362,0
6778-YSNIH,0.45405097930620475,0
9058-MJLZC,0.45333869697014845,0
9281-OFDMF,0.45231103047056564,0
4716-HHKQH,0.451847817863935,0
6075-SLNIL,0.45172997374064094,0
4128-ETESU,0.45167748419583004,0
5606-AMZBO,0.4515168212897086,0
8242-JSVBO,0.4513069917905548,0
4581-LNWUM,0.45114828789800177,0
1833-TCXKK,0.45109293034758996,0
2862-PFNIK,0.45101200181642503,0
0082-OQIQY,0.450960279880087,0
0096-BXERS,0.450870562299394,0
2832-KJCRD,0.45075975502664545,0
4636-JGAAI,0.45073755993201736,0
7421-ZLUPA,0.449909767127325,0
7181-OQCUT,0.449397050635159,0
8782-LKFPK,0.449345859288217,0
0531-ZZJWQ,0.44921745370999977,0
6339-DKLMK,0.44888491032805644,0
4343-EJVQB,0.4486790755794588,0
1399-UBQIU,0.448257461277813,0
6559-PDZLR,0.4480463146562609,0
4526-ZJJTM,0.4479705207543997,0
8887-IPQNC,0.4478584422280562,0
3589-PPVKW,0.44655200784923926,0
3797-FKOGQ,0.44637770314479985,0
3088-LHEFH,0.44613448251768,0
1845-ZLLIG,0.4458531043646842,0
3987-KQDDU,0.44548729269741427,0
6243-OZGFH,0.4451560655056535,0
3446-QDSZF,0.44478806388956416,0
8445-DNBAE,0.4445287298071359,0
7813-ZGGAW,0.44422709104327546,0
2227-JRSJX,0.4439436214929686,0
3452-SRFEG,0.443894544854656,0
2842-BCQGE,0.44384656691314095,0
6988-CJEYV,0.443684779741481,0
7410-OIEDU,0.44332204618634546,0
2041-JIJCI,0.4432053531534681,0
6029-CSMJE,0.44319702003599604,0
8910-LEDAG,0.4430380332993303,0
1580-BMCMR,0.4428991868182859,0
0585-EGDDA,0.44276665165130547,0
5649-RXQTV,0.442489661014753,0
2800-QQUSO,0.4423709864923098,0
0430-IHCDJ,0.4421666161491092,0
2782-LFZVW,0.44212367743874703,0
2101-RANCD,0.4420483759677409,0
2582-FFFZR,0.4419650404902916,0
4320-QMLLA,0.44065458608232017,0
1536-HBSWP,0.44062028675858167,0
2697-NQBPF,0.44048164973333276,0
7636-OWBPG,0.44026472687324103,0
3969-GYXEL,0.4402255277508713,0
8404-GFGCZ,0.4400526824399752,0
1304-BCCFO,0.4397115872909619,0
3258-SANFR,0.43956830854917656,0
5515-RUGKN,0.43949585224583154,0
7379-FNIUJ,0.43927928565387814,0
6288-LBEAR,0.43923450923076307,0
8058-DMYRU,0.4380697718586708,0
2675-OTVVJ,0.4367299442965459,0
7594-LZNWR,0.43669455355866066,0
3588-WSTTJ,0.43613390989526507,0
1346-UFHAX,0.4359512338982324,0
8064-RAVOH,0.4351585868109599,0
1818-ESQMW,0.43507631073740144,0
4065-JJAVA,0.4350541865059848,0
1471-GIQKQ,0.4350541865059848,0
2122-YWVYA,0.43500825090197076,0
5404-GGUKR,0.4348666964926178,0
6635-CPNUN,0.43486135763560263,0
7126-RBHSD,0.4347596468109449,0
6907-FLBER,0.4341955822636499,0
1482-OXZSY,0.43416738516768066,0
4452-QIIEB,0.43383443847767345,0
1689-YQBYY,0.43378075297312507,0
2675-DHUTR,0.43334451901192556,0
2507-QZPQS,0.43326543433062586,0
6143-JQKEA,0.432903407320058,0
1996-DBMUS,0.43268013899433466,0
2916-BQZLN,0.4325338644723532,0
9812-GHVRI,0.4324046396499635,0
9992-UJOEL,0.43156392254923004,0
9873-MNDKV,0.43104167525350423,0
5626-MGTUK,0.43086733660781,0
1101-SSWAG,0.43042072640066814,0
3323-CPBWR,0.4303665855545141,0
5356-CSVSQ,0.4303345461807174,0
8785-CJSHH,0.4302994218545389,0
7895-VONWT,0.4296874476747881,0
7011-CVEUC,0.42912148162554997,0
3716-UVSPD,0.42907282398087876,0
7693-QPEFS,0.42878195898174687,0
6416-YJTTB,0.4286362784959709,0
4811-JBUVU,0.4282076112692749,0
5331-RGMTT,0.42802363548074107,0
9327-QSDED,0.4280162679660813,0
7268-IGMFD,0.42789032390365644,0
4553-DVPZG,0.4276352093051311,0
0999-QXNSA,0.42748286725737517,0
0003-MKNFE,0.4272817068119248,0
0829-XXPLX,0.4272442572076482,0
